,COCYR
517,"Did not use in the past year (IRCOCRC = 3,9)"
518,"Did not use in the past year (IRCOCRC = 3,9)"
519,"Did not use in the past year (IRCOCRC = 3,9)"
520,"Did not use in the past year (IRCOCRC = 3,9)"
521,"Did not use in the past year (IRCOCRC = 3,9)"
522,"Did not use in the past year (IRCOCRC = 3,9)"
523,"Did not use in the past year (IRCOCRC = 3,9)"
524,"Did not use in the past year (IRCOCRC = 3,9)"
525,"Did not use in the past year (IRCOCRC = 3,9)"
526,"Did not use in the past year (IRCOCRC = 3,9)"
527,"Did not use in the past year (IRCOCRC = 3,9)"
528,"Did not use in the past year (IRCOCRC = 3,9)"
529,"Did not use in the past year (IRCOCRC = 3,9)"
530,"Did not use in the past year (IRCOCRC = 3,9)"
531,"Did not use in the past year (IRCOCRC = 3,9)"
532,"Did not use in the past year (IRCOCRC = 3,9)"
533,"Did not use in the past year (IRCOCRC = 3,9)"
534,"Did not use in the past year (IRCOCRC = 3,9)"
535,"Did not use in the past year (IRCOCRC = 3,9)"
536,"Did not use in the past year (IRCOCRC = 3,9)"
537,"Did not use in the past year (IRCOCRC = 3,9)"
538,"Did not use in the past year (IRCOCRC = 3,9)"
539,"Did not use in the past year (IRCOCRC = 3,9)"
540,"Did not use in the past year (IRCOCRC = 3,9)"
541,"Did not use in the past year (IRCOCRC = 3,9)"
542,"Used within the past year (IRCOCRC = 1,2)"
543,"Did not use in the past year (IRCOCRC = 3,9)"
544,"Did not use in the past year (IRCOCRC = 3,9)"
545,"Did not use in the past year (IRCOCRC = 3,9)"
546,"Did not use in the past year (IRCOCRC = 3,9)"
547,"Did not use in the past year (IRCOCRC = 3,9)"
548,"Did not use in the past year (IRCOCRC = 3,9)"
549,"Did not use in the past year (IRCOCRC = 3,9)"
550,"Did not use in the past year (IRCOCRC = 3,9)"
551,"Did not use in the past year (IRCOCRC = 3,9)"
552,"Did not use in the past year (IRCOCRC = 3,9)"
553,"Did not use in the past year (IRCOCRC = 3,9)"
554,"Did not use in the past year (IRCOCRC = 3,9)"
555,"Did not use in the past year (IRCOCRC = 3,9)"
556,"Did not use in the past year (IRCOCRC = 3,9)"
557,"Did not use in the past year (IRCOCRC = 3,9)"
558,"Did not use in the past year (IRCOCRC = 3,9)"
559,"Did not use in the past year (IRCOCRC = 3,9)"
560,"Did not use in the past year (IRCOCRC = 3,9)"
561,"Did not use in the past year (IRCOCRC = 3,9)"
562,"Did not use in the past year (IRCOCRC = 3,9)"
563,"Did not use in the past year (IRCOCRC = 3,9)"
564,"Did not use in the past year (IRCOCRC = 3,9)"
565,"Did not use in the past year (IRCOCRC = 3,9)"
566,"Did not use in the past year (IRCOCRC = 3,9)"
567,"Did not use in the past year (IRCOCRC = 3,9)"
568,"Did not use in the past year (IRCOCRC = 3,9)"
569,"Did not use in the past year (IRCOCRC = 3,9)"
570,"Did not use in the past year (IRCOCRC = 3,9)"
571,"Did not use in the past year (IRCOCRC = 3,9)"
572,"Did not use in the past year (IRCOCRC = 3,9)"
573,"Did not use in the past year (IRCOCRC = 3,9)"
574,"Did not use in the past year (IRCOCRC = 3,9)"
575,"Did not use in the past year (IRCOCRC = 3,9)"
576,"Did not use in the past year (IRCOCRC = 3,9)"
577,"Did not use in the past year (IRCOCRC = 3,9)"
578,"Did not use in the past year (IRCOCRC = 3,9)"
579,"Did not use in the past year (IRCOCRC = 3,9)"
580,"Did not use in the past year (IRCOCRC = 3,9)"
581,"Did not use in the past year (IRCOCRC = 3,9)"
582,"Did not use in the past year (IRCOCRC = 3,9)"
583,"Did not use in the past year (IRCOCRC = 3,9)"
584,"Did not use in the past year (IRCOCRC = 3,9)"
585,"Did not use in the past year (IRCOCRC = 3,9)"
586,"Did not use in the past year (IRCOCRC = 3,9)"
587,"Did not use in the past year (IRCOCRC = 3,9)"
588,"Did not use in the past year (IRCOCRC = 3,9)"
589,"Did not use in the past year (IRCOCRC = 3,9)"
590,"Did not use in the past year (IRCOCRC = 3,9)"
591,"Did not use in the past year (IRCOCRC = 3,9)"
592,"Did not use in the past year (IRCOCRC = 3,9)"
593,"Did not use in the past year (IRCOCRC = 3,9)"
594,"Did not use in the past year (IRCOCRC = 3,9)"
595,"Did not use in the past year (IRCOCRC = 3,9)"
596,"Did not use in the past year (IRCOCRC = 3,9)"
597,"Did not use in the past year (IRCOCRC = 3,9)"
598,"Did not use in the past year (IRCOCRC = 3,9)"
599,"Did not use in the past year (IRCOCRC = 3,9)"
600,"Did not use in the past year (IRCOCRC = 3,9)"
601,"Did not use in the past year (IRCOCRC = 3,9)"
602,"Did not use in the past year (IRCOCRC = 3,9)"
603,"Did not use in the past year (IRCOCRC = 3,9)"
604,"Did not use in the past year (IRCOCRC = 3,9)"
605,"Did not use in the past year (IRCOCRC = 3,9)"
606,"Did not use in the past year (IRCOCRC = 3,9)"
607,"Did not use in the past year (IRCOCRC = 3,9)"
608,"Did not use in the past year (IRCOCRC = 3,9)"
609,"Did not use in the past year (IRCOCRC = 3,9)"
610,"Did not use in the past year (IRCOCRC = 3,9)"
611,"Did not use in the past year (IRCOCRC = 3,9)"
612,"Did not use in the past year (IRCOCRC = 3,9)"
613,"Did not use in the past year (IRCOCRC = 3,9)"
614,"Did not use in the past year (IRCOCRC = 3,9)"
615,"Did not use in the past year (IRCOCRC = 3,9)"
616,"Did not use in the past year (IRCOCRC = 3,9)"
617,"Did not use in the past year (IRCOCRC = 3,9)"
618,"Did not use in the past year (IRCOCRC = 3,9)"
619,"Did not use in the past year (IRCOCRC = 3,9)"
620,"Did not use in the past year (IRCOCRC = 3,9)"
621,"Did not use in the past year (IRCOCRC = 3,9)"
622,"Did not use in the past year (IRCOCRC = 3,9)"
623,"Did not use in the past year (IRCOCRC = 3,9)"
624,"Did not use in the past year (IRCOCRC = 3,9)"
625,"Did not use in the past year (IRCOCRC = 3,9)"
626,"Did not use in the past year (IRCOCRC = 3,9)"
627,"Did not use in the past year (IRCOCRC = 3,9)"
628,"Did not use in the past year (IRCOCRC = 3,9)"
629,"Did not use in the past year (IRCOCRC = 3,9)"
630,"Did not use in the past year (IRCOCRC = 3,9)"
631,"Did not use in the past year (IRCOCRC = 3,9)"
632,"Did not use in the past year (IRCOCRC = 3,9)"
633,"Did not use in the past year (IRCOCRC = 3,9)"
634,"Did not use in the past year (IRCOCRC = 3,9)"
635,"Did not use in the past year (IRCOCRC = 3,9)"
636,"Did not use in the past year (IRCOCRC = 3,9)"
637,"Did not use in the past year (IRCOCRC = 3,9)"
638,"Did not use in the past year (IRCOCRC = 3,9)"
639,"Did not use in the past year (IRCOCRC = 3,9)"
640,"Did not use in the past year (IRCOCRC = 3,9)"
641,"Did not use in the past year (IRCOCRC = 3,9)"
642,"Did not use in the past year (IRCOCRC = 3,9)"
643,"Did not use in the past year (IRCOCRC = 3,9)"
644,"Did not use in the past year (IRCOCRC = 3,9)"
645,"Did not use in the past year (IRCOCRC = 3,9)"
646,"Did not use in the past year (IRCOCRC = 3,9)"
647,"Did not use in the past year (IRCOCRC = 3,9)"
648,"Did not use in the past year (IRCOCRC = 3,9)"
649,"Did not use in the past year (IRCOCRC = 3,9)"
650,"Did not use in the past year (IRCOCRC = 3,9)"
651,"Did not use in the past year (IRCOCRC = 3,9)"
652,"Did not use in the past year (IRCOCRC = 3,9)"
653,"Did not use in the past year (IRCOCRC = 3,9)"
654,"Did not use in the past year (IRCOCRC = 3,9)"
655,"Did not use in the past year (IRCOCRC = 3,9)"
656,"Did not use in the past year (IRCOCRC = 3,9)"
657,"Did not use in the past year (IRCOCRC = 3,9)"
658,"Did not use in the past year (IRCOCRC = 3,9)"
659,"Did not use in the past year (IRCOCRC = 3,9)"
660,"Did not use in the past year (IRCOCRC = 3,9)"
661,"Did not use in the past year (IRCOCRC = 3,9)"
662,"Did not use in the past year (IRCOCRC = 3,9)"
663,"Did not use in the past year (IRCOCRC = 3,9)"
664,"Did not use in the past year (IRCOCRC = 3,9)"
665,"Did not use in the past year (IRCOCRC = 3,9)"
666,"Did not use in the past year (IRCOCRC = 3,9)"
667,"Did not use in the past year (IRCOCRC = 3,9)"
668,"Did not use in the past year (IRCOCRC = 3,9)"
669,"Did not use in the past year (IRCOCRC = 3,9)"
670,"Did not use in the past year (IRCOCRC = 3,9)"
671,"Did not use in the past year (IRCOCRC = 3,9)"
672,"Did not use in the past year (IRCOCRC = 3,9)"
673,"Did not use in the past year (IRCOCRC = 3,9)"
674,"Did not use in the past year (IRCOCRC = 3,9)"
675,"Did not use in the past year (IRCOCRC = 3,9)"
676,"Did not use in the past year (IRCOCRC = 3,9)"
677,"Used within the past year (IRCOCRC = 1,2)"
678,"Did not use in the past year (IRCOCRC = 3,9)"
679,"Did not use in the past year (IRCOCRC = 3,9)"
680,"Did not use in the past year (IRCOCRC = 3,9)"
681,"Did not use in the past year (IRCOCRC = 3,9)"
682,"Did not use in the past year (IRCOCRC = 3,9)"
683,"Did not use in the past year (IRCOCRC = 3,9)"
684,"Did not use in the past year (IRCOCRC = 3,9)"
685,"Did not use in the past year (IRCOCRC = 3,9)"
686,"Did not use in the past year (IRCOCRC = 3,9)"
687,"Did not use in the past year (IRCOCRC = 3,9)"
688,"Did not use in the past year (IRCOCRC = 3,9)"
689,"Did not use in the past year (IRCOCRC = 3,9)"
690,"Did not use in the past year (IRCOCRC = 3,9)"
691,"Did not use in the past year (IRCOCRC = 3,9)"
692,"Did not use in the past year (IRCOCRC = 3,9)"
693,"Did not use in the past year (IRCOCRC = 3,9)"
694,"Did not use in the past year (IRCOCRC = 3,9)"
695,"Did not use in the past year (IRCOCRC = 3,9)"
696,"Did not use in the past year (IRCOCRC = 3,9)"
697,"Did not use in the past year (IRCOCRC = 3,9)"
698,"Did not use in the past year (IRCOCRC = 3,9)"
699,"Did not use in the past year (IRCOCRC = 3,9)"
700,"Did not use in the past year (IRCOCRC = 3,9)"
701,"Did not use in the past year (IRCOCRC = 3,9)"
702,"Did not use in the past year (IRCOCRC = 3,9)"
703,"Did not use in the past year (IRCOCRC = 3,9)"
704,"Did not use in the past year (IRCOCRC = 3,9)"
705,"Did not use in the past year (IRCOCRC = 3,9)"
706,"Did not use in the past year (IRCOCRC = 3,9)"
707,"Did not use in the past year (IRCOCRC = 3,9)"
708,"Did not use in the past year (IRCOCRC = 3,9)"
709,"Did not use in the past year (IRCOCRC = 3,9)"
710,"Did not use in the past year (IRCOCRC = 3,9)"
711,"Did not use in the past year (IRCOCRC = 3,9)"
712,"Did not use in the past year (IRCOCRC = 3,9)"
713,"Did not use in the past year (IRCOCRC = 3,9)"
714,"Did not use in the past year (IRCOCRC = 3,9)"
715,"Did not use in the past year (IRCOCRC = 3,9)"
716,"Did not use in the past year (IRCOCRC = 3,9)"
717,"Did not use in the past year (IRCOCRC = 3,9)"
718,"Did not use in the past year (IRCOCRC = 3,9)"
719,"Did not use in the past year (IRCOCRC = 3,9)"
720,"Did not use in the past year (IRCOCRC = 3,9)"
721,"Did not use in the past year (IRCOCRC = 3,9)"
722,"Did not use in the past year (IRCOCRC = 3,9)"
723,"Did not use in the past year (IRCOCRC = 3,9)"
724,"Did not use in the past year (IRCOCRC = 3,9)"
725,"Did not use in the past year (IRCOCRC = 3,9)"
726,"Did not use in the past year (IRCOCRC = 3,9)"
727,"Did not use in the past year (IRCOCRC = 3,9)"
728,"Did not use in the past year (IRCOCRC = 3,9)"
729,"Did not use in the past year (IRCOCRC = 3,9)"
730,"Did not use in the past year (IRCOCRC = 3,9)"
731,"Did not use in the past year (IRCOCRC = 3,9)"
732,"Did not use in the past year (IRCOCRC = 3,9)"
733,"Did not use in the past year (IRCOCRC = 3,9)"
734,"Did not use in the past year (IRCOCRC = 3,9)"
735,"Did not use in the past year (IRCOCRC = 3,9)"
736,"Did not use in the past year (IRCOCRC = 3,9)"
737,"Did not use in the past year (IRCOCRC = 3,9)"
738,"Did not use in the past year (IRCOCRC = 3,9)"
739,"Did not use in the past year (IRCOCRC = 3,9)"
740,"Did not use in the past year (IRCOCRC = 3,9)"
741,"Did not use in the past year (IRCOCRC = 3,9)"
742,"Did not use in the past year (IRCOCRC = 3,9)"
743,"Did not use in the past year (IRCOCRC = 3,9)"
744,"Did not use in the past year (IRCOCRC = 3,9)"
745,"Did not use in the past year (IRCOCRC = 3,9)"
746,"Did not use in the past year (IRCOCRC = 3,9)"
747,"Did not use in the past year (IRCOCRC = 3,9)"
748,"Did not use in the past year (IRCOCRC = 3,9)"
749,"Did not use in the past year (IRCOCRC = 3,9)"
750,"Did not use in the past year (IRCOCRC = 3,9)"
751,"Did not use in the past year (IRCOCRC = 3,9)"
752,"Did not use in the past year (IRCOCRC = 3,9)"
753,"Did not use in the past year (IRCOCRC = 3,9)"
754,"Did not use in the past year (IRCOCRC = 3,9)"
755,"Did not use in the past year (IRCOCRC = 3,9)"
756,"Did not use in the past year (IRCOCRC = 3,9)"
757,"Did not use in the past year (IRCOCRC = 3,9)"
758,"Did not use in the past year (IRCOCRC = 3,9)"
759,"Did not use in the past year (IRCOCRC = 3,9)"
760,"Did not use in the past year (IRCOCRC = 3,9)"
761,"Did not use in the past year (IRCOCRC = 3,9)"
762,"Did not use in the past year (IRCOCRC = 3,9)"
763,"Did not use in the past year (IRCOCRC = 3,9)"
764,"Did not use in the past year (IRCOCRC = 3,9)"
765,"Did not use in the past year (IRCOCRC = 3,9)"
766,"Did not use in the past year (IRCOCRC = 3,9)"
767,"Used within the past year (IRCOCRC = 1,2)"
768,"Did not use in the past year (IRCOCRC = 3,9)"
769,"Did not use in the past year (IRCOCRC = 3,9)"
770,"Did not use in the past year (IRCOCRC = 3,9)"
771,"Did not use in the past year (IRCOCRC = 3,9)"
772,"Did not use in the past year (IRCOCRC = 3,9)"
773,"Did not use in the past year (IRCOCRC = 3,9)"
774,"Did not use in the past year (IRCOCRC = 3,9)"
775,"Did not use in the past year (IRCOCRC = 3,9)"
776,"Did not use in the past year (IRCOCRC = 3,9)"
777,"Did not use in the past year (IRCOCRC = 3,9)"
778,"Did not use in the past year (IRCOCRC = 3,9)"
779,"Did not use in the past year (IRCOCRC = 3,9)"
780,"Did not use in the past year (IRCOCRC = 3,9)"
781,"Did not use in the past year (IRCOCRC = 3,9)"
782,"Did not use in the past year (IRCOCRC = 3,9)"
783,"Did not use in the past year (IRCOCRC = 3,9)"
784,"Did not use in the past year (IRCOCRC = 3,9)"
785,"Did not use in the past year (IRCOCRC = 3,9)"
786,"Did not use in the past year (IRCOCRC = 3,9)"
787,"Did not use in the past year (IRCOCRC = 3,9)"
788,"Did not use in the past year (IRCOCRC = 3,9)"
789,"Did not use in the past year (IRCOCRC = 3,9)"
790,"Did not use in the past year (IRCOCRC = 3,9)"
791,"Did not use in the past year (IRCOCRC = 3,9)"
792,"Did not use in the past year (IRCOCRC = 3,9)"
793,"Did not use in the past year (IRCOCRC = 3,9)"
794,"Used within the past year (IRCOCRC = 1,2)"
795,"Did not use in the past year (IRCOCRC = 3,9)"
796,"Did not use in the past year (IRCOCRC = 3,9)"
797,"Did not use in the past year (IRCOCRC = 3,9)"
798,"Did not use in the past year (IRCOCRC = 3,9)"
799,"Did not use in the past year (IRCOCRC = 3,9)"
800,"Did not use in the past year (IRCOCRC = 3,9)"
801,"Did not use in the past year (IRCOCRC = 3,9)"
802,"Did not use in the past year (IRCOCRC = 3,9)"
803,"Did not use in the past year (IRCOCRC = 3,9)"
804,"Did not use in the past year (IRCOCRC = 3,9)"
805,"Did not use in the past year (IRCOCRC = 3,9)"
806,"Did not use in the past year (IRCOCRC = 3,9)"
807,"Did not use in the past year (IRCOCRC = 3,9)"
808,"Did not use in the past year (IRCOCRC = 3,9)"
809,"Did not use in the past year (IRCOCRC = 3,9)"
810,"Did not use in the past year (IRCOCRC = 3,9)"
811,"Did not use in the past year (IRCOCRC = 3,9)"
812,"Did not use in the past year (IRCOCRC = 3,9)"
813,"Did not use in the past year (IRCOCRC = 3,9)"
814,"Did not use in the past year (IRCOCRC = 3,9)"
815,"Did not use in the past year (IRCOCRC = 3,9)"
816,"Did not use in the past year (IRCOCRC = 3,9)"
817,"Did not use in the past year (IRCOCRC = 3,9)"
818,"Did not use in the past year (IRCOCRC = 3,9)"
819,"Did not use in the past year (IRCOCRC = 3,9)"
820,"Did not use in the past year (IRCOCRC = 3,9)"
821,"Did not use in the past year (IRCOCRC = 3,9)"
822,"Did not use in the past year (IRCOCRC = 3,9)"
823,"Did not use in the past year (IRCOCRC = 3,9)"
824,"Did not use in the past year (IRCOCRC = 3,9)"
825,"Did not use in the past year (IRCOCRC = 3,9)"
826,"Did not use in the past year (IRCOCRC = 3,9)"
827,"Did not use in the past year (IRCOCRC = 3,9)"
828,"Did not use in the past year (IRCOCRC = 3,9)"
829,"Did not use in the past year (IRCOCRC = 3,9)"
830,"Did not use in the past year (IRCOCRC = 3,9)"
831,"Did not use in the past year (IRCOCRC = 3,9)"
832,"Did not use in the past year (IRCOCRC = 3,9)"
833,"Did not use in the past year (IRCOCRC = 3,9)"
834,"Did not use in the past year (IRCOCRC = 3,9)"
835,"Did not use in the past year (IRCOCRC = 3,9)"
836,"Did not use in the past year (IRCOCRC = 3,9)"
837,"Did not use in the past year (IRCOCRC = 3,9)"
838,"Did not use in the past year (IRCOCRC = 3,9)"
839,"Did not use in the past year (IRCOCRC = 3,9)"
840,"Did not use in the past year (IRCOCRC = 3,9)"
841,"Did not use in the past year (IRCOCRC = 3,9)"
842,"Did not use in the past year (IRCOCRC = 3,9)"
843,"Used within the past year (IRCOCRC = 1,2)"
844,"Did not use in the past year (IRCOCRC = 3,9)"
845,"Did not use in the past year (IRCOCRC = 3,9)"
846,"Did not use in the past year (IRCOCRC = 3,9)"
847,"Did not use in the past year (IRCOCRC = 3,9)"
848,"Did not use in the past year (IRCOCRC = 3,9)"
849,"Did not use in the past year (IRCOCRC = 3,9)"
850,"Did not use in the past year (IRCOCRC = 3,9)"
851,"Did not use in the past year (IRCOCRC = 3,9)"
852,"Did not use in the past year (IRCOCRC = 3,9)"
853,"Did not use in the past year (IRCOCRC = 3,9)"
854,"Did not use in the past year (IRCOCRC = 3,9)"
855,"Did not use in the past year (IRCOCRC = 3,9)"
856,"Did not use in the past year (IRCOCRC = 3,9)"
857,"Did not use in the past year (IRCOCRC = 3,9)"
858,"Did not use in the past year (IRCOCRC = 3,9)"
859,"Did not use in the past year (IRCOCRC = 3,9)"
860,"Did not use in the past year (IRCOCRC = 3,9)"
861,"Did not use in the past year (IRCOCRC = 3,9)"
862,"Did not use in the past year (IRCOCRC = 3,9)"
863,"Did not use in the past year (IRCOCRC = 3,9)"
864,"Did not use in the past year (IRCOCRC = 3,9)"
865,"Did not use in the past year (IRCOCRC = 3,9)"
866,"Did not use in the past year (IRCOCRC = 3,9)"
867,"Did not use in the past year (IRCOCRC = 3,9)"
868,"Did not use in the past year (IRCOCRC = 3,9)"
869,"Did not use in the past year (IRCOCRC = 3,9)"
870,"Did not use in the past year (IRCOCRC = 3,9)"
871,"Did not use in the past year (IRCOCRC = 3,9)"
872,"Did not use in the past year (IRCOCRC = 3,9)"
873,"Did not use in the past year (IRCOCRC = 3,9)"
874,"Did not use in the past year (IRCOCRC = 3,9)"
875,"Did not use in the past year (IRCOCRC = 3,9)"
876,"Did not use in the past year (IRCOCRC = 3,9)"
877,"Did not use in the past year (IRCOCRC = 3,9)"
878,"Did not use in the past year (IRCOCRC = 3,9)"
879,"Did not use in the past year (IRCOCRC = 3,9)"
880,"Did not use in the past year (IRCOCRC = 3,9)"
881,"Did not use in the past year (IRCOCRC = 3,9)"
882,"Did not use in the past year (IRCOCRC = 3,9)"
883,"Did not use in the past year (IRCOCRC = 3,9)"
884,"Did not use in the past year (IRCOCRC = 3,9)"
